individual,gender,mode,decision,dwell_time,incentive,congestion,alt,choice_id
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,420
46.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,421
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,421
46.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,422
46.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,422
46.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,423
46.0,2.0,MRT,0.0,75.0,5.0,0.0,stay,423
46.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,424
46.0,2.0,MRT,0.0,75.0,10.0,0.0,stay,424
48.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,425
48.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,425
51.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,426
51.0,2.0,MRT,0.0,45.0,0.0,0.0,stay,426
51.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,427
51.0,2.0,MRT,0.0,45.0,5.0,0.0,stay,427
51.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,428
51.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,428
51.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,429
51.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,429
51.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,430
51.0,2.0,MRT,0.0,60.0,10.0,0.0,stay,430
52.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,431
52.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,431
53.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,432
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,432
53.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,433
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,433
53.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,434
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,434
53.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,435
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,435
53.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,436
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,436
53.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,437
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,437
53.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,438
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,438
53.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,439
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,439
53.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,440
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,440
53.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,441
53.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,441
53.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,442
53.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,442
53.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,443
53.0,2.0,MRT,0.0,75.0,5.0,0.0,stay,443
53.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,444
53.0,2.0,MRT,0.0,90.0,10.0,0.0,stay,444
54.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,445
54.0,1.0,MRT,0.0,60.0,0.0,0.0,stay,445
54.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,446
54.0,1.0,MRT,0.0,60.0,5.0,0.0,stay,446
54.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,447
54.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,447
54.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,448
54.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,448
54.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,449
54.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,449
54.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,450
54.0,1.0,MRT,0.0,75.0,10.0,0.0,stay,450
55.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,451
55.0,1.0,MRT,0.0,30.0,10.0,0.0,stay,451
56.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,452
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,452
56.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,453
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,453
56.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,454
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,454
56.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,455
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,455
56.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,456
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,456
56.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,457
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,457
56.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,458
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,458
56.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,459
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,459
56.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,460
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,460
56.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,461
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,461
56.0,2.0,MRT,1.0,90.0,10.0,0.0,stay,462
56.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,462
56.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,463
56.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,463
56.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,464
56.0,2.0,MRT,0.0,75.0,5.0,0.0,stay,464
56.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,465
56.0,2.0,MRT,0.0,105.0,10.0,0.0,stay,465
60.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,466
60.0,1.0,MRT,0.0,30.0,10.0,0.0,stay,466
61.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,467
61.0,2.0,MRT,0.0,30.0,0.0,0.0,stay,467
61.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,468
61.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,468
61.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,469
61.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,469
61.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,470
61.0,2.0,MRT,0.0,45.0,5.0,0.0,stay,470
61.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,471
61.0,2.0,MRT,0.0,45.0,10.0,0.0,stay,471
63.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,472
63.0,2.0,MRT,0.0,60.0,0.0,0.0,stay,472
63.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,473
63.0,2.0,MRT,0.0,60.0,5.0,0.0,stay,473
63.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,474
63.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,474
63.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,475
63.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,475
63.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,476
63.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,476
63.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,477
63.0,2.0,MRT,0.0,75.0,10.0,0.0,stay,477
64.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,478
64.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,478
64.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,479
64.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,479
64.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,480
64.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,480
64.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,481
64.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,481
64.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,482
64.0,1.0,MRT,0.0,30.0,0.0,0.0,stay,482
64.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,483
64.0,1.0,MRT,0.0,45.0,5.0,0.0,stay,483
64.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,484
64.0,1.0,MRT,0.0,75.0,10.0,0.0,stay,484
69.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,485
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,485
69.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,486
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,486
69.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,487
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,487
69.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,488
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,488
69.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,489
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,489
69.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,490
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,490
69.0,2.0,MRT,1.0,75.0,5.0,0.0,stay,491
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,491
69.0,2.0,MRT,1.0,90.0,5.0,0.0,stay,492
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,492
69.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,493
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,493
69.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,494
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,494
69.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,495
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,495
69.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,496
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,496
69.0,2.0,MRT,1.0,90.0,10.0,0.0,stay,497
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,497
69.0,2.0,MRT,1.0,105.0,10.0,0.0,stay,498
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,498
69.0,2.0,MRT,1.0,120.0,10.0,0.0,stay,499
69.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,499
69.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,500
69.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,500
69.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,501
69.0,2.0,MRT,0.0,105.0,5.0,0.0,stay,501
69.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,502
69.0,2.0,MRT,0.0,135.0,10.0,0.0,stay,502
70.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,503
70.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,503
71.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,504
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,504
71.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,505
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,505
71.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,506
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,506
71.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,507
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,507
71.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,508
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,508
71.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,509
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,509
71.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,510
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,510
71.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,511
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,511
71.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,512
71.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,512
71.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,513
71.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,513
71.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,514
71.0,2.0,MRT,0.0,75.0,5.0,0.0,stay,514
71.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,515
71.0,2.0,MRT,0.0,75.0,10.0,0.0,stay,515
72.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,516
72.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,516
75.0,1.0,MRT,1.0,30.0,0.0,0.0,stay,517
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,517
75.0,1.0,MRT,1.0,45.0,0.0,0.0,stay,518
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,518
75.0,1.0,MRT,1.0,60.0,0.0,0.0,stay,519
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,519
75.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,520
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,520
75.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,521
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,521
75.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,522
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,522
75.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,523
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,523
75.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,524
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,524
75.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,525
75.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,525
75.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,526
75.0,1.0,MRT,0.0,75.0,0.0,0.0,stay,526
75.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,527
75.0,1.0,MRT,0.0,75.0,5.0,0.0,stay,527
75.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,528
75.0,1.0,MRT,0.0,75.0,10.0,0.0,stay,528
76.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,529
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,529
76.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,530
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,530
76.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,531
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,531
76.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,532
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,532
76.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,533
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,533
76.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,534
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,534
76.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,535
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,535
76.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,536
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,536
76.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,537
76.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,537
76.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,538
76.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,538
76.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,539
76.0,2.0,MRT,0.0,75.0,5.0,0.0,stay,539
76.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,540
76.0,2.0,MRT,0.0,75.0,10.0,0.0,stay,540
78.0,1.0,MRT,1.0,30.0,0.0,0.0,stay,541
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,541
78.0,1.0,MRT,1.0,45.0,0.0,0.0,stay,542
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,542
78.0,1.0,MRT,1.0,60.0,0.0,0.0,stay,543
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,543
78.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,544
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,544
78.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,545
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,545
78.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,546
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,546
78.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,547
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,547
78.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,548
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,548
78.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,549
78.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,549
78.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,550
78.0,1.0,MRT,0.0,75.0,0.0,0.0,stay,550
78.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,551
78.0,1.0,MRT,0.0,75.0,5.0,0.0,stay,551
78.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,552
78.0,1.0,MRT,0.0,75.0,10.0,0.0,stay,552
80.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,553
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,553
80.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,554
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,554
80.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,555
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,555
80.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,556
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,556
80.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,557
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,557
80.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,558
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,558
80.0,2.0,MRT,1.0,75.0,5.0,0.0,stay,559
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,559
80.0,2.0,MRT,1.0,90.0,5.0,0.0,stay,560
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,560
80.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,561
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,561
80.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,562
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,562
80.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,563
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,563
80.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,564
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,564
80.0,2.0,MRT,1.0,90.0,10.0,0.0,stay,565
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,565
80.0,2.0,MRT,1.0,105.0,10.0,0.0,stay,566
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,566
80.0,2.0,MRT,1.0,120.0,10.0,0.0,stay,567
80.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,567
80.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,568
80.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,568
80.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,569
80.0,2.0,MRT,0.0,105.0,5.0,0.0,stay,569
80.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,570
80.0,2.0,MRT,0.0,135.0,10.0,0.0,stay,570
85.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,571
85.0,1.0,MRT,0.0,60.0,0.0,0.0,stay,571
85.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,572
85.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,572
85.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,573
85.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,573
85.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,574
85.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,574
85.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,575
85.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,575
85.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,576
85.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,576
85.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,577
85.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,577
85.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,578
85.0,1.0,MRT,0.0,75.0,5.0,0.0,stay,578
85.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,579
85.0,1.0,MRT,0.0,75.0,10.0,0.0,stay,579
86.0,1.0,MRT,1.0,30.0,0.0,0.0,stay,580
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,580
86.0,1.0,MRT,1.0,45.0,0.0,0.0,stay,581
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,581
86.0,1.0,MRT,1.0,60.0,0.0,0.0,stay,582
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,582
86.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,583
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,583
86.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,584
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,584
86.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,585
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,585
86.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,586
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,586
86.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,587
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,587
86.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,588
86.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,588
86.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,589
86.0,1.0,MRT,0.0,75.0,0.0,0.0,stay,589
86.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,590
86.0,1.0,MRT,0.0,75.0,5.0,0.0,stay,590
86.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,591
86.0,1.0,MRT,0.0,75.0,10.0,0.0,stay,591
87.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,592
87.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,592
87.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,593
87.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,593
87.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,594
87.0,2.0,MRT,0.0,30.0,0.0,0.0,stay,594
87.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,595
87.0,2.0,MRT,0.0,45.0,5.0,0.0,stay,595
87.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,596
87.0,2.0,MRT,0.0,45.0,10.0,0.0,stay,596
88.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,597
88.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,597
91.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,598
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,598
91.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,599
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,599
91.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,600
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,600
91.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,601
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,601
91.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,602
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,602
91.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,603
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,603
91.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,604
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,604
91.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,605
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,605
91.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,606
91.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,606
91.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,607
91.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,607
91.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,608
91.0,2.0,MRT,0.0,75.0,5.0,0.0,stay,608
91.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,609
91.0,2.0,MRT,0.0,75.0,10.0,0.0,stay,609
95.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,610
95.0,2.0,MRT,0.0,120.0,0.0,0.0,stay,610
95.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,611
95.0,2.0,MRT,0.0,120.0,5.0,0.0,stay,611
95.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,612
95.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,612
95.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,613
95.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,613
95.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,614
95.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,614
95.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,615
95.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,615
95.0,2.0,MRT,1.0,90.0,10.0,0.0,stay,616
95.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,616
95.0,2.0,MRT,1.0,105.0,10.0,0.0,stay,617
95.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,617
95.0,2.0,MRT,1.0,120.0,10.0,0.0,stay,618
95.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,618
95.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,619
95.0,2.0,MRT,0.0,135.0,10.0,0.0,stay,619
97.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,620
97.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,620
98.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,621
98.0,1.0,MRT,0.0,30.0,10.0,0.0,stay,621
102.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,622
102.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,622
102.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,623
102.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,623
102.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,624
102.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,624
102.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,625
102.0,2.0,MRT,0.0,45.0,0.0,0.0,stay,625
102.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,626
102.0,2.0,MRT,0.0,45.0,5.0,0.0,stay,626
102.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,627
102.0,2.0,MRT,0.0,45.0,10.0,0.0,stay,627
103.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,628
103.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,628
103.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,629
103.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,629
103.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,630
103.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,630
103.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,631
103.0,2.0,MRT,0.0,45.0,0.0,0.0,stay,631
