individual,gender,mode,decision,dwell_time,incentive,congestion,alt,choice_id
170.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,209
170.0,2.0,MRT,0.0,30.0,7.0,0.0,stay,209
173.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,210
173.0,2.0,MRT,0.0,30.0,7.0,0.0,stay,210
174.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,211
174.0,2.0,MRT,0.0,30.0,7.0,0.0,stay,211
177.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,212
177.0,2.0,MRT,0.0,30.0,7.0,0.0,stay,212
178.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,213
178.0,2.0,MRT,0.0,30.0,7.0,0.0,stay,213
180.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,214
180.0,2.0,MRT,0.0,15.0,0.0,0.0,stay,214
180.0,2.0,MRT,1.0,30.0,7.0,0.0,stay,215
180.0,2.0,MRT,0.0,0.0,0.0,1.0,leave,215
180.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,216
180.0,2.0,MRT,0.0,30.0,3.0,0.0,stay,216
180.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,217
180.0,2.0,MRT,0.0,45.0,7.0,0.0,stay,217
183.0,1.0,MRT,1.0,0.0,0.0,1.0,leave,218
183.0,1.0,MRT,0.0,30.0,7.0,0.0,stay,218
185.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,219
185.0,2.0,MRT,0.0,30.0,0.0,0.0,stay,219
185.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,220
185.0,2.0,MRT,0.0,30.0,3.0,0.0,stay,220
185.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,221
185.0,2.0,MRT,0.0,30.0,7.0,0.0,stay,221
188.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,222
188.0,2.0,MRT,0.0,30.0,0.0,0.0,stay,222
188.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,223
188.0,2.0,MRT,0.0,30.0,3.0,0.0,stay,223
188.0,2.0,MRT,1.0,30.0,7.0,0.0,stay,224
188.0,2.0,MRT,0.0,0.0,0.0,1.0,leave,224
188.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,225
188.0,2.0,MRT,0.0,45.0,7.0,0.0,stay,225
198.0,1.0,MRT,1.0,0.0,0.0,1.0,leave,226
198.0,1.0,MRT,0.0,30.0,7.0,0.0,stay,226
199.0,2.0,MRT,1.0,0.0,0.0,1.0,leave,227
199.0,2.0,MRT,0.0,30.0,7.0,0.0,stay,227
3.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,228
3.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,228
4.0,1.0,MRT,1.0,30.0,0.0,0.0,stay,229
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,229
4.0,1.0,MRT,1.0,45.0,0.0,0.0,stay,230
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,230
4.0,1.0,MRT,1.0,60.0,0.0,0.0,stay,231
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,231
4.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,232
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,232
4.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,233
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,233
4.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,234
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,234
4.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,235
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,235
4.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,236
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,236
4.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,237
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,237
4.0,1.0,MRT,1.0,75.0,10.0,0.0,stay,238
4.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,238
4.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,239
4.0,1.0,MRT,0.0,75.0,0.0,0.0,stay,239
4.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,240
4.0,1.0,MRT,0.0,75.0,5.0,0.0,stay,240
4.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,241
4.0,1.0,MRT,0.0,90.0,10.0,0.0,stay,241
5.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,242
5.0,2.0,MRT,0.0,30.0,0.0,0.0,stay,242
5.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,243
5.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,243
5.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,244
5.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,244
5.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,245
5.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,245
5.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,246
5.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,246
5.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,247
5.0,2.0,MRT,0.0,45.0,5.0,0.0,stay,247
5.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,248
5.0,2.0,MRT,0.0,75.0,10.0,0.0,stay,248
7.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,249
7.0,1.0,MRT,0.0,30.0,0.0,0.0,stay,249
7.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,250
7.0,1.0,MRT,0.0,30.0,5.0,0.0,stay,250
7.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,251
7.0,1.0,MRT,0.0,30.0,10.0,0.0,stay,251
8.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,252
8.0,2.0,MRT,0.0,120.0,0.0,0.0,stay,252
8.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,253
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,253
8.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,254
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,254
8.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,255
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,255
8.0,2.0,MRT,1.0,75.0,5.0,0.0,stay,256
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,256
8.0,2.0,MRT,1.0,90.0,5.0,0.0,stay,257
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,257
8.0,2.0,MRT,1.0,105.0,5.0,0.0,stay,258
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,258
8.0,2.0,MRT,1.0,120.0,5.0,0.0,stay,259
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,259
8.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,260
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,260
8.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,261
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,261
8.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,262
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,262
8.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,263
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,263
8.0,2.0,MRT,1.0,90.0,10.0,0.0,stay,264
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,264
8.0,2.0,MRT,1.0,105.0,10.0,0.0,stay,265
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,265
8.0,2.0,MRT,1.0,120.0,10.0,0.0,stay,266
8.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,266
8.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,267
8.0,2.0,MRT,0.0,135.0,5.0,0.0,stay,267
8.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,268
8.0,2.0,MRT,0.0,135.0,10.0,0.0,stay,268
9.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,269
9.0,1.0,MRT,0.0,30.0,10.0,0.0,stay,269
16.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,270
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,270
16.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,271
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,271
16.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,272
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,272
16.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,273
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,273
16.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,274
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,274
16.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,275
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,275
16.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,276
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,276
16.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,277
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,277
16.0,2.0,MRT,1.0,90.0,10.0,0.0,stay,278
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,278
16.0,2.0,MRT,1.0,105.0,10.0,0.0,stay,279
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,279
16.0,2.0,MRT,1.0,120.0,10.0,0.0,stay,280
16.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,280
16.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,281
16.0,2.0,MRT,0.0,45.0,0.0,0.0,stay,281
16.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,282
16.0,2.0,MRT,0.0,75.0,5.0,0.0,stay,282
16.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,283
16.0,2.0,MRT,0.0,135.0,10.0,0.0,stay,283
17.0,1.0,MRT,1.0,30.0,0.0,0.0,stay,284
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,284
17.0,1.0,MRT,1.0,45.0,0.0,0.0,stay,285
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,285
17.0,1.0,MRT,1.0,60.0,0.0,0.0,stay,286
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,286
17.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,287
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,287
17.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,288
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,288
17.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,289
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,289
17.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,290
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,290
17.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,291
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,291
17.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,292
17.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,292
17.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,293
17.0,1.0,MRT,0.0,75.0,0.0,0.0,stay,293
17.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,294
17.0,1.0,MRT,0.0,75.0,5.0,0.0,stay,294
17.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,295
17.0,1.0,MRT,0.0,75.0,10.0,0.0,stay,295
18.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,296
18.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,296
18.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,297
18.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,297
18.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,298
18.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,298
18.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,299
18.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,299
18.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,300
18.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,300
18.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,301
18.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,301
18.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,302
18.0,2.0,MRT,0.0,60.0,0.0,0.0,stay,302
18.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,303
18.0,2.0,MRT,0.0,60.0,5.0,0.0,stay,303
18.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,304
18.0,2.0,MRT,0.0,60.0,10.0,0.0,stay,304
21.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,305
21.0,1.0,MRT,0.0,30.0,10.0,0.0,stay,305
24.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,306
24.0,1.0,MRT,0.0,60.0,0.0,0.0,stay,306
24.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,307
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,307
24.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,308
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,308
24.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,309
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,309
24.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,310
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,310
24.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,311
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,311
24.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,312
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,312
24.0,1.0,MRT,1.0,75.0,10.0,0.0,stay,313
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,313
24.0,1.0,MRT,1.0,90.0,10.0,0.0,stay,314
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,314
24.0,1.0,MRT,1.0,105.0,10.0,0.0,stay,315
24.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,315
24.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,316
24.0,1.0,MRT,0.0,75.0,5.0,0.0,stay,316
24.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,317
24.0,1.0,MRT,0.0,120.0,10.0,0.0,stay,317
25.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,318
25.0,2.0,MRT,0.0,120.0,0.0,0.0,stay,318
25.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,319
25.0,2.0,MRT,0.0,120.0,5.0,0.0,stay,319
25.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,320
25.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,320
25.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,321
25.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,321
25.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,322
25.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,322
25.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,323
25.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,323
25.0,2.0,MRT,1.0,90.0,10.0,0.0,stay,324
25.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,324
25.0,2.0,MRT,1.0,105.0,10.0,0.0,stay,325
25.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,325
25.0,2.0,MRT,1.0,120.0,10.0,0.0,stay,326
25.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,326
25.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,327
25.0,2.0,MRT,0.0,135.0,10.0,0.0,stay,327
26.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,328
26.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,328
27.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,329
27.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,329
29.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,330
29.0,1.0,MRT,0.0,75.0,0.0,0.0,stay,330
29.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,331
29.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,331
29.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,332
29.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,332
29.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,333
29.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,333
29.0,1.0,MRT,1.0,75.0,5.0,0.0,stay,334
29.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,334
29.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,335
29.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,335
29.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,336
29.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,336
29.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,337
29.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,337
29.0,1.0,MRT,1.0,75.0,10.0,0.0,stay,338
29.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,338
29.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,339
29.0,1.0,MRT,0.0,90.0,5.0,0.0,stay,339
29.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,340
29.0,1.0,MRT,0.0,90.0,10.0,0.0,stay,340
31.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,341
31.0,2.0,MRT,0.0,60.0,0.0,0.0,stay,341
31.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,342
31.0,2.0,MRT,0.0,60.0,5.0,0.0,stay,342
31.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,343
31.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,343
31.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,344
31.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,344
31.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,345
31.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,345
31.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,346
31.0,2.0,MRT,0.0,75.0,10.0,0.0,stay,346
32.0,1.0,MRT,1.0,30.0,0.0,0.0,stay,347
32.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,347
32.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,348
32.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,348
32.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,349
32.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,349
32.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,350
32.0,1.0,MRT,0.0,45.0,0.0,0.0,stay,350
32.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,351
32.0,1.0,MRT,0.0,45.0,5.0,0.0,stay,351
32.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,352
32.0,1.0,MRT,0.0,45.0,10.0,0.0,stay,352
33.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,353
33.0,1.0,MRT,0.0,30.0,10.0,0.0,stay,353
34.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,354
34.0,1.0,MRT,0.0,30.0,0.0,0.0,stay,354
34.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,355
34.0,1.0,MRT,0.0,30.0,5.0,0.0,stay,355
34.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,356
34.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,356
34.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,357
34.0,1.0,MRT,0.0,45.0,10.0,0.0,stay,357
35.0,1.0,MRT,1.0,30.0,0.0,0.0,stay,358
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,358
35.0,1.0,MRT,1.0,45.0,0.0,0.0,stay,359
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,359
35.0,1.0,MRT,1.0,60.0,0.0,0.0,stay,360
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,360
35.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,361
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,361
35.0,1.0,MRT,1.0,45.0,5.0,0.0,stay,362
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,362
35.0,1.0,MRT,1.0,60.0,5.0,0.0,stay,363
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,363
35.0,1.0,MRT,1.0,75.0,5.0,0.0,stay,364
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,364
35.0,1.0,MRT,1.0,90.0,5.0,0.0,stay,365
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,365
35.0,1.0,MRT,1.0,105.0,5.0,0.0,stay,366
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,366
35.0,1.0,MRT,1.0,120.0,5.0,0.0,stay,367
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,367
35.0,1.0,MRT,1.0,135.0,5.0,0.0,stay,368
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,368
35.0,1.0,MRT,1.0,150.0,5.0,0.0,stay,369
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,369
35.0,1.0,MRT,1.0,165.0,5.0,0.0,stay,370
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,370
35.0,1.0,MRT,1.0,180.0,5.0,0.0,stay,371
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,371
35.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,372
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,372
35.0,1.0,MRT,1.0,45.0,10.0,0.0,stay,373
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,373
35.0,1.0,MRT,1.0,60.0,10.0,0.0,stay,374
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,374
35.0,1.0,MRT,1.0,75.0,10.0,0.0,stay,375
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,375
35.0,1.0,MRT,1.0,90.0,10.0,0.0,stay,376
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,376
35.0,1.0,MRT,1.0,105.0,10.0,0.0,stay,377
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,377
35.0,1.0,MRT,1.0,120.0,10.0,0.0,stay,378
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,378
35.0,1.0,MRT,1.0,135.0,10.0,0.0,stay,379
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,379
35.0,1.0,MRT,1.0,150.0,10.0,0.0,stay,380
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,380
35.0,1.0,MRT,1.0,165.0,10.0,0.0,stay,381
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,381
35.0,1.0,MRT,1.0,180.0,10.0,0.0,stay,382
35.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,382
35.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,383
35.0,1.0,MRT,0.0,75.0,0.0,0.0,stay,383
35.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,384
35.0,1.0,MRT,0.0,195.0,5.0,0.0,stay,384
35.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,385
35.0,1.0,MRT,0.0,195.0,10.0,0.0,stay,385
36.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,386
36.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,386
37.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,387
37.0,1.0,MRT,0.0,30.0,0.0,0.0,stay,387
37.0,1.0,MRT,1.0,30.0,5.0,0.0,stay,388
37.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,388
37.0,1.0,MRT,1.0,30.0,10.0,0.0,stay,389
37.0,1.0,MRT,0.0,0.0,0.0,2.0,leave,389
37.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,390
37.0,1.0,MRT,0.0,45.0,5.0,0.0,stay,390
37.0,1.0,MRT,1.0,0.0,0.0,2.0,leave,391
37.0,1.0,MRT,0.0,45.0,10.0,0.0,stay,391
39.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,392
39.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,392
40.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,393
40.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,393
41.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,394
41.0,2.0,MRT,0.0,30.0,10.0,0.0,stay,394
42.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,395
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,395
42.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,396
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,396
42.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,397
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,397
42.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,398
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,398
42.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,399
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,399
42.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,400
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,400
42.0,2.0,MRT,1.0,75.0,5.0,0.0,stay,401
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,401
42.0,2.0,MRT,1.0,90.0,5.0,0.0,stay,402
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,402
42.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,403
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,403
42.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,404
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,404
42.0,2.0,MRT,1.0,60.0,10.0,0.0,stay,405
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,405
42.0,2.0,MRT,1.0,75.0,10.0,0.0,stay,406
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,406
42.0,2.0,MRT,1.0,90.0,10.0,0.0,stay,407
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,407
42.0,2.0,MRT,1.0,105.0,10.0,0.0,stay,408
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,408
42.0,2.0,MRT,1.0,120.0,10.0,0.0,stay,409
42.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,409
42.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,410
42.0,2.0,MRT,0.0,75.0,0.0,0.0,stay,410
42.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,411
42.0,2.0,MRT,0.0,105.0,5.0,0.0,stay,411
42.0,2.0,MRT,1.0,0.0,0.0,2.0,leave,412
42.0,2.0,MRT,0.0,135.0,10.0,0.0,stay,412
46.0,2.0,MRT,1.0,30.0,0.0,0.0,stay,413
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,413
46.0,2.0,MRT,1.0,45.0,0.0,0.0,stay,414
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,414
46.0,2.0,MRT,1.0,60.0,0.0,0.0,stay,415
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,415
46.0,2.0,MRT,1.0,30.0,5.0,0.0,stay,416
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,416
46.0,2.0,MRT,1.0,45.0,5.0,0.0,stay,417
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,417
46.0,2.0,MRT,1.0,60.0,5.0,0.0,stay,418
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,418
46.0,2.0,MRT,1.0,30.0,10.0,0.0,stay,419
46.0,2.0,MRT,0.0,0.0,0.0,2.0,leave,419
46.0,2.0,MRT,1.0,45.0,10.0,0.0,stay,420
